sensor,total,start,end
PLV1,0.0,2019-01-25T01:00:00.000+01:00,2019-01-26T01:00:00.000+01:00
PLV1,0.0,2019-01-26T01:00:00.000+01:00,2019-01-27T01:00:00.000+01:00
PLV1,2.52,2019-01-27T01:00:00.000+01:00,2019-01-28T01:00:00.000+01:00
PLV1,2.52,2019-01-28T01:00:00.000+01:00,2019-01-29T01:00:00.000+01:00
PLV1,0.0,2019-01-29T01:00:00.000+01:00,2019-01-30T01:00:00.000+01:00
PLV1,5.870000000000001,2019-01-30T01:00:00.000+01:00,2019-01-31T01:00:00.000+01:00
PLV1,1.12,2019-01-31T01:00:00.000+01:00,2019-02-01T01:00:00.000+01:00
PLV1,1.6800000000000002,2019-02-01T01:00:00.000+01:00,2019-02-02T01:00:00.000+01:00
PLV1,19.860000000000003,2019-02-02T01:00:00.000+01:00,2019-02-03T01:00:00.000+01:00
PLV1,1.6800000000000002,2019-02-03T01:00:00.000+01:00,2019-02-04T01:00:00.000+01:00
PLV1,0.0,2019-02-04T01:00:00.000+01:00,2019-02-05T01:00:00.000+01:00
PLV1,0.0,2019-02-05T01:00:00.000+01:00,2019-02-06T01:00:00.000+01:00
PLV1,0.0,2019-02-06T01:00:00.000+01:00,2019-02-07T01:00:00.000+01:00
PLV1,0.0,2019-02-07T01:00:00.000+01:00,2019-02-08T01:00:00.000+01:00
PLV1,0.0,2019-02-08T01:00:00.000+01:00,2019-02-09T01:00:00.000+01:00
PLV1,0.0,2019-02-09T01:00:00.000+01:00,2019-02-10T01:00:00.000+01:00
PLV1,0.0,2019-02-10T01:00:00.000+01:00,2019-02-11T01:00:00.000+01:00
PLV1,0.28,2019-02-11T01:00:00.000+01:00,2019-02-12T01:00:00.000+01:00
PLV1,0.0,2019-02-20T01:00:00.000+01:00,2019-02-21T01:00:00.000+01:00
PLV1,0.0,2019-02-21T01:00:00.000+01:00,2019-02-22T01:00:00.000+01:00
PLV1,0.0,2019-02-22T01:00:00.000+01:00,2019-02-23T01:00:00.000+01:00
PLV1,0.56,2019-02-23T01:00:00.000+01:00,2019-02-24T01:00:00.000+01:00
PLV1,0.0,2019-02-24T01:00:00.000+01:00,2019-02-25T01:00:00.000+01:00
PLV1,0.0,2019-02-25T01:00:00.000+01:00,2019-02-26T01:00:00.000+01:00
PLV1,0.0,2019-02-26T01:00:00.000+01:00,2019-02-27T01:00:00.000+01:00
PLV1,0.0,2019-02-27T01:00:00.000+01:00,2019-02-28T01:00:00.000+01:00
PLV1,0.0,2019-02-28T01:00:00.000+01:00,2019-03-01T01:00:00.000+01:00
PLV1,0.0,2019-03-01T01:00:00.000+01:00,2019-03-02T01:00:00.000+01:00
PLV1,0.0,2019-03-02T01:00:00.000+01:00,2019-03-03T01:00:00.000+01:00
PLV1,0.0,2019-03-03T01:00:00.000+01:00,2019-03-04T01:00:00.000+01:00
PLV1,0.0,2019-03-04T01:00:00.000+01:00,2019-03-05T01:00:00.000+01:00
PLV1,0.0,2019-03-05T01:00:00.000+01:00,2019-03-06T01:00:00.000+01:00
PLV1,0.0,2019-03-06T01:00:00.000+01:00,2019-03-07T01:00:00.000+01:00
PLV1,0.0,2019-03-07T01:00:00.000+01:00,2019-03-08T01:00:00.000+01:00
PLV1,0.0,2019-03-08T01:00:00.000+01:00,2019-03-09T01:00:00.000+01:00
PLV1,0.0,2019-03-09T01:00:00.000+01:00,2019-03-10T01:00:00.000+01:00
PLV1,0.0,2019-03-10T01:00:00.000+01:00,2019-03-11T01:00:00.000+01:00
PLV1,1.4000000000000001,2019-03-11T01:00:00.000+01:00,2019-03-12T01:00:00.000+01:00
PLV1,0.0,2019-03-12T01:00:00.000+01:00,2019-03-13T01:00:00.000+01:00
PLV1,1.68,2019-03-13T01:00:00.000+01:00,2019-03-14T01:00:00.000+01:00
PLV1,0.28,2019-03-14T01:00:00.000+01:00,2019-03-15T01:00:00.000+01:00
PLV1,0.0,2019-03-15T01:00:00.000+01:00,2019-03-16T01:00:00.000+01:00
PLV1,0.0,2019-03-16T01:00:00.000+01:00,2019-03-17T01:00:00.000+01:00
PLV1,0.0,2019-03-17T01:00:00.000+01:00,2019-03-18T01:00:00.000+01:00
PLV1,0.0,2019-03-18T01:00:00.000+01:00,2019-03-19T01:00:00.000+01:00
