id;id_wasp;id_secret;frame_type;frame_number;sensor;value;timestamp;sync;raw;parser_type;MeshliumID
520509;WeatherStation;49387063D9374225;134;148;PLV2;0.00;"2018-07-27 21:04:17";128;noraw;1;meshliuma460
521083;WeatherStation;49387063D9374225;134;204;PLV2;0.00;"2018-07-27 22:04:29";128;noraw;1;meshliuma460
521604;WeatherStation;49387063D9374225;134;4;PLV2;0.00;"2018-07-27 23:04:41";128;noraw;1;meshliuma460
522190;WeatherStation;49387063D9374225;134;60;PLV2;0.00;"2018-07-28 00:04:53";128;noraw;1;meshliuma460
522766;WeatherStation;49387063D9374225;134;56;PLV2;0.00;"2018-07-28 01:04:29";128;noraw;1;meshliuma460
523347;WeatherStation;49387063D9374225;134;112;PLV2;0.00;"2018-07-28 02:04:41";128;noraw;1;meshliuma460
523937;WeatherStation;49387063D9374225;134;168;PLV2;0.00;"2018-07-28 03:04:53";128;noraw;1;meshliuma460
524523;WeatherStation;49387063D9374225;134;224;PLV2;0.00;"2018-07-28 04:05:05";128;noraw;1;meshliuma460
525100;WeatherStation;49387063D9374225;134;24;PLV2;0.00;"2018-07-28 05:05:17";128;noraw;1;meshliuma460
525692;WeatherStation;49387063D9374225;134;80;PLV2;0.00;"2018-07-28 06:05:29";128;noraw;1;meshliuma460
526225;WeatherStation;49387063D9374225;134;132;PLV2;0.00;"2018-07-28 07:01:23";128;noraw;1;meshliuma460
526777;WeatherStation;49387063D9374225;134;188;PLV2;0.00;"2018-07-28 08:01:36";128;noraw;1;meshliuma460
527319;WeatherStation;49387063D9374225;134;244;PLV2;0.00;"2018-07-28 09:01:49";128;noraw;1;meshliuma460
527906;WeatherStation;49387063D9374225;134;44;PLV2;0.00;"2018-07-28 10:02:01";128;noraw;1;meshliuma460
528494;WeatherStation;49387063D9374225;134;100;PLV2;0.00;"2018-07-28 11:02:13";128;noraw;1;meshliuma460
529090;WeatherStation;49387063D9374225;134;156;PLV2;0.00;"2018-07-28 12:02:29";128;noraw;1;meshliuma460
529655;WeatherStation;49387063D9374225;134;212;PLV2;0.00;"2018-07-28 13:02:41";128;noraw;1;meshliuma460
530247;WeatherStation;49387063D9374225;134;12;PLV2;0.00;"2018-07-28 14:02:53";128;noraw;1;meshliuma460
530830;WeatherStation;49387063D9374225;134;68;PLV2;0.00;"2018-07-28 15:03:05";128;noraw;1;meshliuma460
531417;WeatherStation;49387063D9374225;134;124;PLV2;0.00;"2018-07-28 16:03:17";128;noraw;1;meshliuma460
532001;WeatherStation;49387063D9374225;134;180;PLV2;0.00;"2018-07-28 17:03:31";128;noraw;1;meshliuma460
533164;WeatherStation;49387063D9374225;134;36;PLV2;0.00;"2018-07-28 19:03:55";128;noraw;1;meshliuma460
533749;WeatherStation;49387063D9374225;134;92;PLV2;0.00;"2018-07-28 20:04:07";128;noraw;1;meshliuma460
534331;WeatherStation;49387063D9374225;134;148;PLV2;0.00;"2018-07-28 21:04:20";128;noraw;1;meshliuma460
534909;WeatherStation;49387063D9374225;134;204;PLV2;0.00;"2018-07-28 22:04:33";128;noraw;1;meshliuma460
535490;WeatherStation;49387063D9374225;134;4;PLV2;0.00;"2018-07-28 23:04:45";128;noraw;1;meshliuma460
536066;WeatherStation;49387063D9374225;134;60;PLV2;0.00;"2018-07-29 00:05:07";128;noraw;1;meshliuma460
536648;WeatherStation;49387063D9374225;134;56;PLV2;0.00;"2018-07-29 01:04:30";128;noraw;1;meshliuma460
537224;WeatherStation;49387063D9374225;134;112;PLV2;0.00;"2018-07-29 02:04:42";128;noraw;1;meshliuma460
537802;WeatherStation;49387063D9374225;134;168;PLV2;0.00;"2018-07-29 03:04:54";128;noraw;1;meshliuma460
538389;WeatherStation;49387063D9374225;134;224;PLV2;0.00;"2018-07-29 04:05:07";128;noraw;1;meshliuma460
538957;WeatherStation;49387063D9374225;134;24;PLV2;0.00;"2018-07-29 05:05:18";128;noraw;1;meshliuma460
539520;WeatherStation;49387063D9374225;134;80;PLV2;0.00;"2018-07-29 06:05:30";128;noraw;1;meshliuma460
540054;WeatherStation;49387063D9374225;134;132;PLV2;0.00;"2018-07-29 07:01:24";128;noraw;1;meshliuma460
540481;WeatherStation;49387063D9374225;134;188;PLV2;0.00;"2018-07-29 08:01:37";128;noraw;1;meshliuma460
541068;WeatherStation;49387063D9374225;134;244;PLV2;0.00;"2018-07-29 09:01:49";128;noraw;1;meshliuma460
541655;WeatherStation;49387063D9374225;134;44;PLV2;0.00;"2018-07-29 10:02:01";128;noraw;1;meshliuma460
542229;WeatherStation;49387063D9374225;134;100;PLV2;0.00;"2018-07-29 11:02:13";128;noraw;1;meshliuma460
542827;WeatherStation;49387063D9374225;134;156;PLV2;0.00;"2018-07-29 12:02:25";128;noraw;1;meshliuma460
543401;WeatherStation;49387063D9374225;134;212;PLV2;0.00;"2018-07-29 13:02:38";128;noraw;1;meshliuma460
543985;WeatherStation;49387063D9374225;134;12;PLV2;0.00;"2018-07-29 14:02:49";128;noraw;1;meshliuma460
544575;WeatherStation;49387063D9374225;134;68;PLV2;0.00;"2018-07-29 15:03:01";128;noraw;1;meshliuma460
545162;WeatherStation;49387063D9374225;134;124;PLV2;0.00;"2018-07-29 16:03:13";128;noraw;1;meshliuma460
545739;WeatherStation;49387063D9374225;134;180;PLV2;0.00;"2018-07-29 17:03:27";128;noraw;1;meshliuma460
546343;WeatherStation;49387063D9374225;134;236;PLV2;0.00;"2018-07-29 18:03:39";128;noraw;1;meshliuma460
546920;WeatherStation;49387063D9374225;134;36;PLV2;0.00;"2018-07-29 19:03:51";128;noraw;1;meshliuma460
547511;WeatherStation;49387063D9374225;134;92;PLV2;0.00;"2018-07-29 20:04:05";128;noraw;1;meshliuma460
548094;WeatherStation;49387063D9374225;134;148;PLV2;0.00;"2018-07-29 21:04:18";128;noraw;1;meshliuma460
548679;WeatherStation;49387063D9374225;134;204;PLV2;0.00;"2018-07-29 22:04:31";128;noraw;1;meshliuma460
549265;WeatherStation;49387063D9374225;134;4;PLV2;0.00;"2018-07-29 23:04:43";128;noraw;1;meshliuma460
549856;WeatherStation;49387063D9374225;134;60;PLV2;0.00;"2018-07-30 00:04:55";128;noraw;1;meshliuma460
550432;WeatherStation;49387063D9374225;134;56;PLV2;0.00;"2018-07-30 01:04:26";128;noraw;1;meshliuma460
551014;WeatherStation;49387063D9374225;134;112;PLV2;0.00;"2018-07-30 02:04:38";128;noraw;1;meshliuma460
551602;WeatherStation;49387063D9374225;134;168;PLV2;0.00;"2018-07-30 03:04:50";128;noraw;1;meshliuma460
552184;WeatherStation;49387063D9374225;134;224;PLV2;0.00;"2018-07-30 04:05:02";128;noraw;1;meshliuma460
552758;WeatherStation;49387063D9374225;134;24;PLV2;0.00;"2018-07-30 05:05:14";128;noraw;1;meshliuma460
553355;WeatherStation;49387063D9374225;134;80;PLV2;0.00;"2018-07-30 06:05:26";128;noraw;1;meshliuma460
553935;WeatherStation;49387063D9374225;134;136;PLV2;0.00;"2018-07-30 07:05:39";128;noraw;1;meshliuma460
554463;WeatherStation;49387063D9374225;134;188;PLV2;0.00;"2018-07-30 08:01:33";128;noraw;1;meshliuma460
555053;WeatherStation;49387063D9374225;134;244;PLV2;0.00;"2018-07-30 09:02:09";128;noraw;1;meshliuma460
555625;WeatherStation;49387063D9374225;134;44;PLV2;0.00;"2018-07-30 10:02:23";128;noraw;1;meshliuma460
556208;WeatherStation;49387063D9374225;134;100;PLV2;0.00;"2018-07-30 11:02:37";128;noraw;1;meshliuma460
556779;WeatherStation;49387063D9374225;134;156;PLV2;0.00;"2018-07-30 12:02:56";128;noraw;1;meshliuma460
557345;WeatherStation;49387063D9374225;134;212;PLV2;0.00;"2018-07-30 13:03:10";128;noraw;1;meshliuma460
557929;WeatherStation;49387063D9374225;134;12;PLV2;0.00;"2018-07-30 14:03:26";128;noraw;1;meshliuma460
558517;WeatherStation;49387063D9374225;134;68;PLV2;0.00;"2018-07-30 15:03:56";128;noraw;1;meshliuma460
559094;WeatherStation;49387063D9374225;134;124;PLV2;0.00;"2018-07-30 16:04:09";128;noraw;1;meshliuma460
559689;WeatherStation;49387063D9374225;134;180;PLV2;0.00;"2018-07-30 17:04:26";128;noraw;1;meshliuma460
560264;WeatherStation;49387063D9374225;134;236;PLV2;0.00;"2018-07-30 18:04:38";128;noraw;1;meshliuma460
560852;WeatherStation;49387063D9374225;134;36;PLV2;0.00;"2018-07-30 19:04:50";128;noraw;1;meshliuma460
561435;WeatherStation;49387063D9374225;134;92;PLV2;0.00;"2018-07-30 20:05:02";128;noraw;1;meshliuma460
562026;WeatherStation;49387063D9374225;134;148;PLV2;0.00;"2018-07-30 21:05:14";128;noraw;1;meshliuma460
562594;WeatherStation;49387063D9374225;134;204;PLV2;0.00;"2018-07-30 22:05:26";128;noraw;1;meshliuma460
563188;WeatherStation;49387063D9374225;134;4;PLV2;0.00;"2018-07-30 23:05:40";128;noraw;1;meshliuma460
563715;WeatherStation;49387063D9374225;134;56;PLV2;0.00;"2018-07-31 00:01:35";128;noraw;1;meshliuma460
564298;WeatherStation;49387063D9374225;134;56;PLV2;0.00;"2018-07-31 01:01:24";128;noraw;1;meshliuma460
564901;WeatherStation;49387063D9374225;134;112;PLV2;0.00;"2018-07-31 02:01:36";128;noraw;1;meshliuma460
565482;WeatherStation;49387063D9374225;134;168;PLV2;0.00;"2018-07-31 03:01:48";128;noraw;1;meshliuma460
566077;WeatherStation;49387063D9374225;134;224;PLV2;0.00;"2018-07-31 04:02:00";128;noraw;1;meshliuma460
566658;WeatherStation;49387063D9374225;134;24;PLV2;0.00;"2018-07-31 05:02:12";128;noraw;1;meshliuma460
567245;WeatherStation;49387063D9374225;134;80;PLV2;0.00;"2018-07-31 06:02:24";128;noraw;1;meshliuma460
567826;WeatherStation;49387063D9374225;134;136;PLV2;0.00;"2018-07-31 07:02:36";128;noraw;1;meshliuma460
568416;WeatherStation;49387063D9374225;134;192;PLV2;0.00;"2018-07-31 08:02:48";128;noraw;1;meshliuma460
568990;WeatherStation;49387063D9374225;134;248;PLV2;0.00;"2018-07-31 09:03:01";128;noraw;1;meshliuma460
569584;WeatherStation;49387063D9374225;134;48;PLV2;0.00;"2018-07-31 10:03:16";128;noraw;1;meshliuma460
570174;WeatherStation;49387063D9374225;134;104;PLV2;0.00;"2018-07-31 11:04:28";128;noraw;1;meshliuma460
570718;WeatherStation;49387063D9374225;134;157;PLV2;0.00;"2018-07-31 12:01:30";128;noraw;1;meshliuma460
571304;WeatherStation;49387063D9374225;134;213;PLV2;0.00;"2018-07-31 13:01:44";128;noraw;1;meshliuma460
571885;WeatherStation;49387063D9374225;134;13;PLV2;0.00;"2018-07-31 14:02:02";128;noraw;1;meshliuma460
572473;WeatherStation;49387063D9374225;134;69;PLV2;0.00;"2018-07-31 15:02:28";128;noraw;1;meshliuma460
572982;WeatherStation;49387063D9374225;134;125;PLV2;0.00;"2018-07-31 16:02:41";128;noraw;1;meshliuma460
573573;WeatherStation;49387063D9374225;134;181;PLV2;0.00;"2018-07-31 17:02:53";128;noraw;1;meshliuma460
574151;WeatherStation;49387063D9374225;134;237;PLV2;0.00;"2018-07-31 18:03:05";128;noraw;1;meshliuma460
574733;WeatherStation;49387063D9374225;134;37;PLV2;0.00;"2018-07-31 19:03:17";128;noraw;1;meshliuma460
575332;WeatherStation;49387063D9374225;134;93;PLV2;0.00;"2018-07-31 20:03:31";128;noraw;1;meshliuma460
575917;WeatherStation;49387063D9374225;134;149;PLV2;0.00;"2018-07-31 21:03:43";128;noraw;1;meshliuma460
576494;WeatherStation;49387063D9374225;134;205;PLV2;0.00;"2018-07-31 22:03:55";128;noraw;1;meshliuma460
577091;WeatherStation;49387063D9374225;134;5;PLV2;0.00;"2018-07-31 23:04:08";128;noraw;1;meshliuma460
577671;WeatherStation;49387063D9374225;134;61;PLV2;0.00;"2018-08-01 00:04:20";128;noraw;1;meshliuma460
578251;WeatherStation;49387063D9374225;134;56;PLV2;0.00;"2018-08-01 01:04:21";128;noraw;1;meshliuma460
578840;WeatherStation;49387063D9374225;134;112;PLV2;0.00;"2018-08-01 02:04:34";128;noraw;1;meshliuma460
579421;WeatherStation;49387063D9374225;134;168;PLV2;0.00;"2018-08-01 03:04:46";128;noraw;1;meshliuma460
580006;WeatherStation;49387063D9374225;134;224;PLV2;0.00;"2018-08-01 04:04:58";128;noraw;1;meshliuma460
580596;WeatherStation;49387063D9374225;134;24;PLV2;0.00;"2018-08-01 05:05:11";128;noraw;1;meshliuma460
581183;WeatherStation;49387063D9374225;134;80;PLV2;0.00;"2018-08-01 06:05:22";128;noraw;1;meshliuma460
581641;WeatherStation;49387063D9374225;134;136;PLV2;0.00;"2018-08-01 07:05:34";128;noraw;1;meshliuma460
582155;WeatherStation;49387063D9374225;134;188;PLV2;0.00;"2018-08-01 08:01:28";128;noraw;1;meshliuma460
582730;WeatherStation;49387063D9374225;134;244;PLV2;0.00;"2018-08-01 09:01:48";128;noraw;1;meshliuma460
583326;WeatherStation;49387063D9374225;134;44;PLV2;0.00;"2018-08-01 10:02:31";128;noraw;1;meshliuma460
583907;WeatherStation;49387063D9374225;134;100;PLV2;0.00;"2018-08-01 11:02:47";128;noraw;1;meshliuma460
584485;WeatherStation;49387063D9374225;134;156;PLV2;0.00;"2018-08-01 12:03:07";128;noraw;1;meshliuma460
585076;WeatherStation;49387063D9374225;134;212;PLV2;0.00;"2018-08-01 13:03:21";128;noraw;1;meshliuma460
585653;WeatherStation;49387063D9374225;134;12;PLV2;0.00;"2018-08-01 14:03:40";128;noraw;1;meshliuma460
586240;WeatherStation;49387063D9374225;134;68;PLV2;0.00;"2018-08-01 15:03:54";128;noraw;1;meshliuma460
586822;WeatherStation;49387063D9374225;134;124;PLV2;0.00;"2018-08-01 16:04:10";128;noraw;1;meshliuma460
587351;WeatherStation;49387063D9374225;134;180;PLV2;0.00;"2018-08-01 17:04:27";128;noraw;1;meshliuma460
587951;WeatherStation;49387063D9374225;134;236;PLV2;0.00;"2018-08-01 18:04:57";128;noraw;1;meshliuma460
588532;WeatherStation;49387063D9374225;134;36;PLV2;0.00;"2018-08-01 19:05:13";128;noraw;1;meshliuma460
589119;WeatherStation;49387063D9374225;134;92;PLV2;0.00;"2018-08-01 20:05:25";128;noraw;1;meshliuma460
589703;WeatherStation;49387063D9374225;134;148;PLV2;0.00;"2018-08-01 21:05:38";128;noraw;1;meshliuma460
590255;WeatherStation;49387063D9374225;134;200;PLV2;0.00;"2018-08-01 22:01:32";128;noraw;1;meshliuma460
590833;WeatherStation;49387063D9374225;134;0;PLV2;0.00;"2018-08-01 23:01:45";128;noraw;1;meshliuma460
591429;WeatherStation;49387063D9374225;134;56;PLV2;0.00;"2018-08-02 00:01:57";128;noraw;1;meshliuma460
592009;WeatherStation;49387063D9374225;134;56;PLV2;0.00;"2018-08-02 01:01:26";128;noraw;1;meshliuma460
592576;WeatherStation;49387063D9374225;134;112;PLV2;0.00;"2018-08-02 02:01:37";128;noraw;1;meshliuma460
593148;WeatherStation;49387063D9374225;134;168;PLV2;0.00;"2018-08-02 03:01:49";128;noraw;1;meshliuma460
593734;WeatherStation;49387063D9374225;134;224;PLV2;0.00;"2018-08-02 04:02:01";128;noraw;1;meshliuma460
594315;WeatherStation;49387063D9374225;134;24;PLV2;0.00;"2018-08-02 05:02:13";128;noraw;1;meshliuma460
594864;WeatherStation;49387063D9374225;134;80;PLV2;0.00;"2018-08-02 06:02:26";128;noraw;1;meshliuma460
595445;WeatherStation;49387063D9374225;134;136;PLV2;0.00;"2018-08-02 07:02:43";128;noraw;1;meshliuma460
596032;WeatherStation;49387063D9374225;134;192;PLV2;0.00;"2018-08-02 08:02:54";128;noraw;1;meshliuma460
596615;WeatherStation;49387063D9374225;134;248;PLV2;0.00;"2018-08-02 09:03:08";128;noraw;1;meshliuma460
597197;WeatherStation;49387063D9374225;134;48;PLV2;0.00;"2018-08-02 10:03:24";128;noraw;1;meshliuma460
597764;WeatherStation;49387063D9374225;134;104;PLV2;0.00;"2018-08-02 11:03:41";128;noraw;1;meshliuma460
598335;WeatherStation;49387063D9374225;134;160;PLV2;0.00;"2018-08-02 12:03:56";128;noraw;1;meshliuma460
598919;WeatherStation;49387063D9374225;134;216;PLV2;0.00;"2018-08-02 13:04:14";128;noraw;1;meshliuma460
599500;WeatherStation;49387063D9374225;134;16;PLV2;0.00;"2018-08-02 14:04:30";128;noraw;1;meshliuma460
600096;WeatherStation;49387063D9374225;134;72;PLV2;0.00;"2018-08-02 15:04:44";128;noraw;1;meshliuma460
600665;WeatherStation;49387063D9374225;134;128;PLV2;0.00;"2018-08-02 16:05:03";128;noraw;1;meshliuma460
601219;WeatherStation;49387063D9374225;134;184;PLV2;0.00;"2018-08-02 17:05:28";128;noraw;1;meshliuma460
601765;WeatherStation;49387063D9374225;134;236;PLV2;0.00;"2018-08-02 18:01:28";128;noraw;1;meshliuma460
602356;WeatherStation;49387063D9374225;134;36;PLV2;0.00;"2018-08-02 19:01:43";128;noraw;1;meshliuma460
602939;WeatherStation;49387063D9374225;134;92;PLV2;0.00;"2018-08-02 20:01:55";128;noraw;1;meshliuma460
603532;WeatherStation;49387063D9374225;134;148;PLV2;0.00;"2018-08-02 21:02:14";128;noraw;1;meshliuma460
604106;WeatherStation;49387063D9374225;134;204;PLV2;0.00;"2018-08-02 22:02:26";128;noraw;1;meshliuma460
604702;WeatherStation;49387063D9374225;134;4;PLV2;0.00;"2018-08-02 23:02:39";128;noraw;1;meshliuma460
605272;WeatherStation;49387063D9374225;134;60;PLV2;0.00;"2018-08-03 00:02:51";128;noraw;1;meshliuma460
605862;WeatherStation;49387063D9374225;134;56;PLV2;0.00;"2018-08-03 01:02:30";128;noraw;1;meshliuma460
606428;WeatherStation;49387063D9374225;134;112;PLV2;0.00;"2018-08-03 02:02:42";128;noraw;1;meshliuma460
607003;WeatherStation;49387063D9374225;134;168;PLV2;0.00;"2018-08-03 03:02:54";128;noraw;1;meshliuma460
607590;WeatherStation;49387063D9374225;134;224;PLV2;0.00;"2018-08-03 04:03:06";128;noraw;1;meshliuma460
608172;WeatherStation;49387063D9374225;134;24;PLV2;0.00;"2018-08-03 05:03:18";128;noraw;1;meshliuma460
608753;WeatherStation;49387063D9374225;134;80;PLV2;0.00;"2018-08-03 06:03:30";128;noraw;1;meshliuma460
609328;WeatherStation;49387063D9374225;134;136;PLV2;0.00;"2018-08-03 07:03:42";128;noraw;1;meshliuma460
609924;WeatherStation;49387063D9374225;134;192;PLV2;0.00;"2018-08-03 08:04:01";128;noraw;1;meshliuma460
610493;WeatherStation;49387063D9374225;134;248;PLV2;0.00;"2018-08-03 09:04:13";128;noraw;1;meshliuma460
611078;WeatherStation;49387063D9374225;134;48;PLV2;0.00;"2018-08-03 10:04:31";128;noraw;1;meshliuma460
611668;WeatherStation;49387063D9374225;134;104;PLV2;0.00;"2018-08-03 11:04:45";128;noraw;1;meshliuma460
612249;WeatherStation;49387063D9374225;134;160;PLV2;0.00;"2018-08-03 12:05:05";128;noraw;1;meshliuma460
612826;WeatherStation;49387063D9374225;134;216;PLV2;0.00;"2018-08-03 13:05:25";128;noraw;1;meshliuma460
613366;WeatherStation;49387063D9374225;134;12;PLV2;0.00;"2018-08-03 14:01:24";128;noraw;1;meshliuma460
613939;WeatherStation;49387063D9374225;134;68;PLV2;0.00;"2018-08-03 15:01:40";128;noraw;1;meshliuma460
614530;WeatherStation;49387063D9374225;134;124;PLV2;0.00;"2018-08-03 16:02:02";128;noraw;1;meshliuma460
615104;WeatherStation;49387063D9374225;134;180;PLV2;0.00;"2018-08-03 17:02:32";128;noraw;1;meshliuma460
615684;WeatherStation;49387063D9374225;134;232;PLV2;0.00;"2018-08-03 18:01:51";128;noraw;1;meshliuma460
616305;WeatherStation;49387063D9374225;134;40;PLV2;0.56;"2018-08-03 19:04:01";128;noraw;1;meshliuma460
616873;WeatherStation;49387063D9374225;134;96;PLV2;0.00;"2018-08-03 20:04:15";128;noraw;1;meshliuma460
617464;WeatherStation;49387063D9374225;134;152;PLV2;0.00;"2018-08-03 21:04:28";128;noraw;1;meshliuma460
618050;WeatherStation;49387063D9374225;134;208;PLV2;0.00;"2018-08-03 22:04:40";128;noraw;1;meshliuma460
618637;WeatherStation;49387063D9374225;134;8;PLV2;0.00;"2018-08-03 23:04:53";128;noraw;1;meshliuma460
619226;WeatherStation;49387063D9374225;134;64;PLV2;0.00;"2018-08-04 00:05:05";128;noraw;1;meshliuma460
619811;WeatherStation;49387063D9374225;134;56;PLV2;0.00;"2018-08-04 01:04:32";128;noraw;1;meshliuma460
620353;WeatherStation;49387063D9374225;134;112;PLV2;0.00;"2018-08-04 02:04:44";128;noraw;1;meshliuma460
620935;WeatherStation;49387063D9374225;134;168;PLV2;0.00;"2018-08-04 03:04:56";128;noraw;1;meshliuma460
621519;WeatherStation;49387063D9374225;134;224;PLV2;0.00;"2018-08-04 04:05:08";128;noraw;1;meshliuma460
622031;WeatherStation;49387063D9374225;134;24;PLV2;0.00;"2018-08-04 05:05:20";128;noraw;1;meshliuma460
622512;WeatherStation;49387063D9374225;134;80;PLV2;0.00;"2018-08-04 06:05:32";128;noraw;1;meshliuma460
623059;WeatherStation;49387063D9374225;134;132;PLV2;0.00;"2018-08-04 07:01:27";128;noraw;1;meshliuma460
623640;WeatherStation;49387063D9374225;134;188;PLV2;0.00;"2018-08-04 08:01:38";128;noraw;1;meshliuma460
624226;WeatherStation;49387063D9374225;134;244;PLV2;0.00;"2018-08-04 09:01:50";128;noraw;1;meshliuma460
624804;WeatherStation;49387063D9374225;134;44;PLV2;0.00;"2018-08-04 10:02:04";128;noraw;1;meshliuma460
625382;WeatherStation;49387063D9374225;134;100;PLV2;0.00;"2018-08-04 11:02:18";128;noraw;1;meshliuma460
625969;WeatherStation;49387063D9374225;134;156;PLV2;0.00;"2018-08-04 12:02:32";128;noraw;1;meshliuma460
626552;WeatherStation;49387063D9374225;134;212;PLV2;0.00;"2018-08-04 13:02:44";128;noraw;1;meshliuma460
627135;WeatherStation;49387063D9374225;134;12;PLV2;0.00;"2018-08-04 14:02:56";128;noraw;1;meshliuma460
627735;WeatherStation;49387063D9374225;134;68;PLV2;0.00;"2018-08-04 15:03:10";128;noraw;1;meshliuma460
628309;WeatherStation;49387063D9374225;134;124;PLV2;0.00;"2018-08-04 16:03:23";128;noraw;1;meshliuma460
628911;WeatherStation;49387063D9374225;134;180;PLV2;3.07;"2018-08-04 17:09:23";128;noraw;1;meshliuma460
629466;WeatherStation;49387063D9374225;134;236;PLV2;0.28;"2018-08-04 18:05:41";128;noraw;1;meshliuma460
630013;WeatherStation;49387063D9374225;134;32;PLV2;0.00;"2018-08-04 19:01:35";128;noraw;1;meshliuma460
630600;WeatherStation;49387063D9374225;134;88;PLV2;0.00;"2018-08-04 20:01:48";128;noraw;1;meshliuma460
631172;WeatherStation;49387063D9374225;134;144;PLV2;0.00;"2018-08-04 21:02:02";128;noraw;1;meshliuma460
631772;WeatherStation;49387063D9374225;134;200;PLV2;0.00;"2018-08-04 22:02:13";128;noraw;1;meshliuma460
632346;WeatherStation;49387063D9374225;134;0;PLV2;0.00;"2018-08-04 23:02:26";128;noraw;1;meshliuma460
632933;WeatherStation;49387063D9374225;134;56;PLV2;0.00;"2018-08-05 00:02:38";128;noraw;1;meshliuma460
633529;WeatherStation;49387063D9374225;134;56;PLV2;0.00;"2018-08-05 01:02:30";128;noraw;1;meshliuma460
634107;WeatherStation;49387063D9374225;134;112;PLV2;0.00;"2018-08-05 02:02:43";128;noraw;1;meshliuma460
634684;WeatherStation;49387063D9374225;134;168;PLV2;0.00;"2018-08-05 03:02:55";128;noraw;1;meshliuma460
635266;WeatherStation;49387063D9374225;134;224;PLV2;0.00;"2018-08-05 04:03:07";128;noraw;1;meshliuma460
635843;WeatherStation;49387063D9374225;134;24;PLV2;0.00;"2018-08-05 05:03:19";128;noraw;1;meshliuma460
636430;WeatherStation;49387063D9374225;134;80;PLV2;0.00;"2018-08-05 06:03:31";128;noraw;1;meshliuma460
637024;WeatherStation;49387063D9374225;134;136;PLV2;0.00;"2018-08-05 07:03:43";128;noraw;1;meshliuma460
637603;WeatherStation;49387063D9374225;134;192;PLV2;0.00;"2018-08-05 08:03:55";128;noraw;1;meshliuma460
638173;WeatherStation;49387063D9374225;134;248;PLV2;0.00;"2018-08-05 09:04:07";128;noraw;1;meshliuma460
638769;WeatherStation;49387063D9374225;134;48;PLV2;0.00;"2018-08-05 10:04:19";128;noraw;1;meshliuma460
639346;WeatherStation;49387063D9374225;134;104;PLV2;0.00;"2018-08-05 11:04:32";128;noraw;1;meshliuma460
639909;WeatherStation;49387063D9374225;134;160;PLV2;0.00;"2018-08-05 12:04:44";128;noraw;1;meshliuma460
640510;WeatherStation;49387063D9374225;134;216;PLV2;0.00;"2018-08-05 13:04:56";128;noraw;1;meshliuma460
641084;WeatherStation;49387063D9374225;134;16;PLV2;0.00;"2018-08-05 14:05:08";128;noraw;1;meshliuma460
641673;WeatherStation;49387063D9374225;134;72;PLV2;0.00;"2018-08-05 15:05:20";128;noraw;1;meshliuma460
642244;WeatherStation;49387063D9374225;134;128;PLV2;0.00;"2018-08-05 16:05:32";128;noraw;1;meshliuma460
642773;WeatherStation;49387063D9374225;134;180;PLV2;0.00;"2018-08-05 17:01:26";128;noraw;1;meshliuma460
643359;WeatherStation;49387063D9374225;134;236;PLV2;0.00;"2018-08-05 18:01:38";128;noraw;1;meshliuma460
643943;WeatherStation;49387063D9374225;134;36;PLV2;0.00;"2018-08-05 19:01:54";128;noraw;1;meshliuma460
644523;WeatherStation;49387063D9374225;134;92;PLV2;0.00;"2018-08-05 20:02:06";128;noraw;1;meshliuma460
645100;WeatherStation;49387063D9374225;134;148;PLV2;0.00;"2018-08-05 21:02:22";128;noraw;1;meshliuma460
645690;WeatherStation;49387063D9374225;134;204;PLV2;0.00;"2018-08-05 22:02:34";128;noraw;1;meshliuma460
646266;WeatherStation;49387063D9374225;134;4;PLV2;0.00;"2018-08-05 23:02:46";128;noraw;1;meshliuma460
646850;WeatherStation;49387063D9374225;134;60;PLV2;0.00;"2018-08-06 00:02:58";128;noraw;1;meshliuma460
647437;WeatherStation;49387063D9374225;134;56;PLV2;0.00;"2018-08-06 01:02:34";128;noraw;1;meshliuma460
648015;WeatherStation;49387063D9374225;134;112;PLV2;0.00;"2018-08-06 02:02:46";128;noraw;1;meshliuma460
648602;WeatherStation;49387063D9374225;134;168;PLV2;0.00;"2018-08-06 03:02:58";128;noraw;1;meshliuma460
649183;WeatherStation;49387063D9374225;134;224;PLV2;0.00;"2018-08-06 04:03:10";128;noraw;1;meshliuma460
649772;WeatherStation;49387063D9374225;134;24;PLV2;0.00;"2018-08-06 05:03:22";128;noraw;1;meshliuma460
650329;WeatherStation;49387063D9374225;134;80;PLV2;0.00;"2018-08-06 06:03:34";128;noraw;1;meshliuma460
650912;WeatherStation;49387063D9374225;134;136;PLV2;0.00;"2018-08-06 07:03:46";128;noraw;1;meshliuma460
651332;WeatherStation;49387063D9374225;134;192;PLV2;0.00;"2018-08-06 08:04:00";128;noraw;1;meshliuma460
651923;WeatherStation;49387063D9374225;134;248;PLV2;0.00;"2018-08-06 09:04:14";128;noraw;1;meshliuma460
652509;WeatherStation;49387063D9374225;134;48;PLV2;0.00;"2018-08-06 10:04:35";128;noraw;1;meshliuma460
653089;WeatherStation;49387063D9374225;134;104;PLV2;0.00;"2018-08-06 11:04:48";128;noraw;1;meshliuma460
653654;WeatherStation;49387063D9374225;134;160;PLV2;0.00;"2018-08-06 12:05:08";128;noraw;1;meshliuma460
654251;WeatherStation;49387063D9374225;134;216;PLV2;0.00;"2018-08-06 13:05:21";128;noraw;1;meshliuma460
